,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q
39,2017/10/09,15:45:06,321,31610012,2,5,3,CHECK,0,0,1,2,3,1507531499,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,0,2_5
40,2017/10/09,15:45:34,125,31610012,3,1,5,CHECK,0,0,5,2,1,1507531509,1,f,0,0,1,1,1,3,1,,,,,,,,0,1,0,3_1
41,2017/10/09,15:47:00,643,31610012,3,2,5,CHECK,0,0,3,4,6,1507531611,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,3_2
42,2017/10/09,15:47:19,123,31610012,3,3,3,CHECK,0,0,3,2,1,1507531628,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
43,2017/10/09,15:47:30,143,31610012,3,4,3,CHECK,0,0,3,4,1,1507531640,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,3_4
44,2017/10/09,15:47:44,123,31610012,3,5,3,CHECK,0,0,3,2,1,1507531655,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
45,2017/10/09,15:03:55,321,31610158,1,1,5,CHECK,0,0,1,2,3,1507529022,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_1
46,2017/10/09,15:04:15,321,31610158,1,2,5,CHECK,0,0,1,2,3,1507529037,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
47,2017/10/09,15:04:40,321,31610158,1,3,7,CHECK,0,0,1,2,3,1507529055,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
48,2017/10/09,15:04:54,321,31610158,1,4,3,CHECK,0,0,1,2,3,1507529080,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_4
49,2017/10/09,15:05:10,321,31610158,1,5,3,CHECK,0,0,1,2,3,1507529095,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_5
50,2017/10/09,15:05:38,321,31610158,2,1,5,CHECK,0,0,1,2,3,1507529114,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
51,2017/10/09,15:05:57,321,31610158,2,2,3,CHECK,0,0,1,2,3,1507529139,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_2
52,2017/10/09,15:06:11,321,31610158,2,3,3,CHECK,0,0,1,2,3,1507529157,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
53,2017/10/09,15:06:23,321,31610158,2,4,3,CHECK,0,0,1,2,3,1507529171,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
54,2017/10/09,15:06:36,321,31610158,2,5,3,CHECK,0,0,1,2,3,1507529184,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
55,2017/10/09,15:07:22,312,31610158,3,1,7,CHECK,0,0,2,1,3,1507529201,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_1
56,2017/10/09,15:07:41,321,31610158,3,2,3,CHECK,0,0,1,2,3,1507529242,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
57,2017/10/09,15:08:01,321,31610158,3,3,3,CHECK,0,0,1,2,3,1507529262,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
58,2017/10/09,15:08:19,321,31610158,3,4,5,CHECK,0,0,1,2,3,1507529282,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
59,2017/10/09,15:08:32,321,31610158,3,5,3,CHECK,0,0,1,2,3,1507529300,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
60,2017/10/09,15:05:18,321,31610028,1,1,3,CHECK,0,0,1,2,3,1507529091,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_1
61,2017/10/09,15:05:34,321,31610028,1,2,3,CHECK,0,0,1,2,3,1507529119,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_2
62,2017/10/09,15:05:47,321,31610028,1,3,3,CHECK,0,0,1,2,3,1507529135,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
63,2017/10/09,15:06:02,321,31610028,1,4,3,CHECK,0,0,1,2,3,1507529148,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_4
64,2017/10/09,15:06:12,321,31610028,1,5,3,CHECK,0,0,1,2,3,1507529162,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_5
65,2017/10/09,15:06:31,321,31610028,2,1,5,CHECK,0,0,1,2,3,1507529176,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
66,2017/10/09,15:06:48,321,31610028,2,2,3,CHECK,0,0,1,2,3,1507529192,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_2
67,2017/10/09,15:06:59,321,31610028,2,3,3,CHECK,0,0,1,2,3,1507529210,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
68,2017/10/09,15:07:13,321,31610028,2,4,3,CHECK,0,0,1,2,3,1507529220,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
69,2017/10/09,15:07:25,321,31610028,2,5,3,CHECK,0,0,1,2,3,1507529234,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
70,2017/10/09,15:08:02,312,31610028,3,1,5,CHECK,0,0,2,1,3,1507529248,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_1
71,2017/10/09,15:08:17,312,31610028,3,2,3,CHECK,0,0,2,1,3,1507529284,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
72,2017/10/09,15:08:29,312,31610028,3,3,3,CHECK,0,0,2,1,3,1507529298,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
73,2017/10/09,15:08:43,312,31610028,3,4,3,CHECK,0,0,2,1,3,1507529310,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
74,2017/10/09,15:08:56,312,31610028,3,5,3,CHECK,0,0,2,1,3,1507529325,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
75,2017/10/09,15:02:56,361,31610037,1,1,3,CHECK,0,0,1,6,3,1507528963,1,f,0,1,0,1,0,2,1,,,,,,,,0,1,0,1_1
76,2017/10/09,15:03:21,321,31610037,1,2,3,CHECK,0,0,1,2,3,1507528988,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
77,2017/10/09,15:03:42,321,31610037,1,3,3,CHECK,0,0,1,2,3,1507529003,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_3
78,2017/10/09,15:04:09,321,31610037,1,4,3,CHECK,0,0,1,2,3,1507529023,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
79,2017/10/09,15:04:17,321,31610037,1,5,3,CHECK,0,0,1,2,3,1507529050,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
80,2017/10/09,15:04:35,321,31610037,2,1,3,CHECK,0,0,1,2,3,1507529061,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_1
81,2017/10/09,15:04:45,321,31610037,2,2,3,CHECK,0,0,1,2,3,1507529076,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_2
82,2017/10/09,15:04:59,321,31610037,2,3,3,CHECK,0,0,1,2,3,1507529086,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
83,2017/10/09,15:05:15,321,31610037,2,4,3,CHECK,0,0,1,2,3,1507529100,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
84,2017/10/09,15:05:25,321,31610037,2,5,3,CHECK,0,0,1,2,3,1507529116,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
85,2017/10/09,15:06:07,215,31610037,3,1,3,CHECK,0,0,5,1,2,1507529129,1,f,0,0,1,1,1,3,1,,,,,,,,0,1,1,3_1
86,2017/10/09,15:06:51,213,31610037,3,2,3,CHECK,0,0,3,1,2,1507529201,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_2
87,2017/10/09,15:07:02,213,31610037,3,3,3,CHECK,0,0,3,1,2,1507529211,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_3
88,2017/10/09,15:07:15,213,31610037,3,4,3,CHECK,0,0,3,1,2,1507529223,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_4
89,2017/10/09,15:07:25,213,31610037,3,5,3,CHECK,0,0,3,1,2,1507529236,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_5
90,2017/10/09,15:00:03,321,31610016,1,1,3,CHECK,0,0,1,2,3,1507528796,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_1
91,2017/10/09,15:00:13,321,31610016,1,2,5,CHECK,0,0,1,2,3,1507528803,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
92,2017/10/09,15:00:24,321,31610016,1,3,3,CHECK,0,0,1,2,3,1507528814,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
93,2017/10/09,15:00:37,341,31610016,1,4,3,CHECK,0,0,1,4,3,1507528825,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,1_4
94,2017/10/09,15:00:53,321,31610016,1,5,5,CHECK,0,0,1,2,3,1507528845,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_5
95,2017/10/09,15:01:11,326,31610016,2,1,3,CHECK,0,0,6,2,3,1507528856,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,2_1
96,2017/10/09,15:01:25,321,31610016,2,2,3,CHECK,0,0,1,2,3,1507528877,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
97,2017/10/09,15:01:34,321,31610016,2,3,3,CHECK,0,0,1,2,3,1507528886,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
98,2017/10/09,15:01:46,321,31610016,2,4,3,CHECK,0,0,1,2,3,1507528895,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
99,2017/10/09,15:01:53,321,31610016,2,5,3,CHECK,0,0,1,2,3,1507528906,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
100,2017/10/09,15:02:59,521,31610016,3,1,11,CHECK,0,0,1,2,5,1507528916,1,f,0,0,1,1,1,3,1,,,,,,,,0,1,0,3_1
101,2017/10/09,15:03:36,312,31610016,3,2,5,CHECK,0,0,2,1,3,1507529002,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
102,2017/10/09,15:03:59,312,31610016,3,3,3,CHECK,0,0,2,1,3,1507529017,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
103,2017/10/09,15:04:14,312,31610016,3,4,5,CHECK,0,0,2,1,3,1507529040,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
104,2017/10/09,15:04:29,312,31610016,3,5,5,CHECK,0,0,2,1,3,1507529055,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
105,2017/10/09,14:49:01,321,31410196,1,1,5,CHECK,0,0,1,2,3,1507528101,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_1
106,2017/10/09,14:49:13,321,31410196,1,2,5,CHECK,0,0,1,2,3,1507528142,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_2
107,2017/10/09,14:49:24,321,31410196,1,3,3,CHECK,0,0,1,2,3,1507528154,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_3
108,2017/10/09,14:49:33,321,31410196,1,4,5,CHECK,0,0,1,2,3,1507528165,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
109,2017/10/09,14:49:42,321,31410196,1,5,3,CHECK,0,0,1,2,3,1507528174,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_5
110,2017/10/09,14:49:56,321,31410196,2,1,3,CHECK,0,0,1,2,3,1507528186,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
111,2017/10/09,14:50:05,321,31410196,2,2,3,CHECK,0,0,1,2,3,1507528197,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
112,2017/10/09,14:50:15,321,31410196,2,3,3,CHECK,0,0,1,2,3,1507528206,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
113,2017/10/09,14:50:27,321,31410196,2,4,3,CHECK,0,0,1,2,3,1507528216,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
114,2017/10/09,14:50:34,321,31410196,2,5,3,CHECK,0,0,1,2,3,1507528227,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
115,2017/10/09,14:51:22,213,31410196,3,1,9,CHECK,0,0,3,1,2,1507528237,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_1
116,2017/10/09,14:51:36,423,31410196,3,2,3,CHECK,0,0,3,2,4,1507528283,1,f,0,1,0,1,1,3,1,,,,,,,,0,0,0,3_2
117,2017/10/09,14:51:52,213,31410196,3,3,3,CHECK,0,0,3,1,2,1507528304,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_3
118,2017/10/09,14:52:03,213,31410196,3,4,3,CHECK,0,0,3,1,2,1507528313,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_4
119,2017/10/09,14:52:13,213,31410196,3,5,3,CHECK,0,0,3,1,2,1507528324,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_5
120,2017/10/09,14:58:59,321,31410011,1,1,3,CHECK,0,0,1,2,3,1507528723,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_1
121,2017/10/09,14:59:11,321,31410011,1,2,3,CHECK,0,0,1,2,3,1507528740,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_2
122,2017/10/09,14:59:22,321,31410011,1,3,3,CHECK,0,0,1,2,3,1507528751,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
123,2017/10/09,14:59:37,321,31410011,1,4,3,CHECK,0,0,1,2,3,1507528763,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_4
124,2017/10/09,14:59:56,321,31410011,1,5,5,CHECK,0,0,1,2,3,1507528778,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_5
125,2017/10/09,15:00:13,321,31410011,2,1,3,CHECK,0,0,1,2,3,1507528799,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
126,2017/10/09,15:00:26,321,31410011,2,2,3,CHECK,0,0,1,2,3,1507528814,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_2
127,2017/10/09,15:00:35,321,31410011,2,3,3,CHECK,0,0,1,2,3,1507528826,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
128,2017/10/09,15:00:48,321,31410011,2,4,5,CHECK,0,0,1,2,3,1507528836,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
129,2017/10/09,15:00:58,321,31410011,2,5,3,CHECK,0,0,1,2,3,1507528848,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
130,2017/10/09,15:01:28,321,31410011,3,1,5,CHECK,0,0,1,2,3,1507528860,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_1
131,2017/10/09,15:01:46,321,31410011,3,2,3,CHECK,0,0,1,2,3,1507528889,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
132,2017/10/09,15:01:57,321,31410011,3,3,3,CHECK,0,0,1,2,3,1507528907,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
133,2017/10/09,15:02:09,321,31410011,3,4,3,CHECK,0,0,1,2,3,1507528918,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
134,2017/10/09,15:02:19,321,31410011,3,5,3,CHECK,0,0,1,2,3,1507528930,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
135,2017/10/09,15:07:36,326,31610007,1,1,5,CHECK,0,0,6,2,3,1507529239,1,f,0,1,1,1,0,3,1,,,,,,,,0,0,0,1_1
136,2017/10/09,15:07:57,321,31610007,1,2,3,CHECK,0,0,1,2,3,1507529264,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
137,2017/10/09,15:08:06,326,31610007,1,3,3,CHECK,0,0,6,2,3,1507529278,1,f,0,1,1,1,0,3,1,,,,,,,,1,0,1,1_3
138,2017/10/09,15:08:21,321,31610007,1,4,3,CHECK,0,0,1,2,3,1507529295,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
139,2017/10/09,15:08:32,321,31610007,1,5,5,CHECK,0,0,1,2,3,1507529302,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_5
140,2017/10/09,15:08:45,321,31610007,2,1,3,CHECK,0,0,1,2,3,1507529316,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_1
141,2017/10/09,15:08:56,321,31610007,2,2,5,CHECK,0,0,1,2,3,1507529326,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
142,2017/10/09,15:09:05,321,31610007,2,3,3,CHECK,0,0,1,2,3,1507529337,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_3
143,2017/10/09,15:09:31,321,31610007,2,4,11,CHECK,0,0,1,2,3,1507529346,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_4
144,2017/10/09,15:09:55,321,31610007,2,5,7,CHECK,0,0,1,2,3,1507529373,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
145,2017/10/09,15:10:14,213,31610007,3,1,3,CHECK,0,0,3,1,2,1507529399,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_1
146,2017/10/09,15:10:32,213,31610007,3,2,7,CHECK,0,0,3,1,2,1507529414,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_2
147,2017/10/09,15:10:40,213,31610007,3,3,3,CHECK,0,0,3,1,2,1507529433,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_3
148,2017/10/09,15:10:54,153,31610007,3,4,3,CHECK,0,0,3,5,1,1507529440,1,f,0,0,0,0,0,0,1,,,,,,,,0,1,0,3_4
149,2017/10/09,15:11:36,213,31610007,3,5,7,CHECK,0,0,3,1,2,1507529481,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
150,2017/10/09,14:57:49,526,31410066,1,1,3,CHECK,0,0,6,2,5,1507528641,1,f,0,0,1,1,0,2,1,,,,,,,,1,0,1,1_1
151,2017/10/09,14:58:17,521,31410066,1,2,5,CHECK,0,0,1,2,5,1507528683,1,f,0,0,1,1,1,3,1,,,,,,,,0,0,0,1_2
152,2017/10/09,14:58:34,342,31410066,1,3,7,CHECK,0,0,2,4,3,1507528702,1,f,0,1,0,1,1,3,1,,,,,,,,0,0,0,1_3
153,2017/10/09,14:58:59,321,31410066,1,4,3,CHECK,0,0,1,2,3,1507528727,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
154,2017/10/09,14:59:16,321,31410066,1,5,5,CHECK,0,0,1,2,3,1507528740,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_5
155,2017/10/09,14:59:37,346,31410066,2,1,3,CHECK,0,0,6,4,3,1507528758,1,f,0,1,1,1,0,3,1,,,,,,,,1,0,1,2_1
156,2017/10/09,15:00:17,326,31410066,2,2,9,CHECK,0,0,6,2,3,1507528794,1,f,0,1,1,1,0,3,1,,,,,,,,0,0,0,2_2
157,2017/10/09,15:00:40,321,31410066,2,3,3,CHECK,0,0,1,2,3,1507528828,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_3
158,2017/10/09,15:00:49,326,31410066,2,4,3,CHECK,0,0,6,2,3,1507528841,1,f,0,1,1,1,0,3,1,,,,,,,,1,0,1,2_4
159,2017/10/09,15:01:10,321,31410066,2,5,3,CHECK,0,0,1,2,3,1507528862,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,0,2_5
160,2017/10/09,15:01:35,125,31410066,3,1,7,CHECK,0,0,5,2,1,1507528873,1,f,0,0,1,1,1,3,1,,,,,,,,0,1,1,3_1
161,2017/10/09,15:02:25,562,31410066,3,2,3,CHECK,0,0,2,6,5,1507528935,1,f,0,0,1,1,0,2,1,,,,,,,,1,0,0,3_2
162,2017/10/09,15:02:51,321,31410066,3,3,7,CHECK,0,0,1,2,3,1507528955,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_3
163,2017/10/09,15:03:00,321,31410066,3,4,3,CHECK,0,0,1,2,3,1507528971,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
164,2017/10/09,15:03:15,321,31410066,3,5,5,CHECK,0,0,1,2,3,1507528981,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_5
165,2017/10/09,14:49:00,321,31410170,1,1,5,CHECK,0,0,1,2,3,1507528122,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_1
166,2017/10/09,14:49:16,321,31410170,1,2,3,CHECK,0,0,1,2,3,1507528142,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_2
