,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,counts,strategy
1871,2017/10/16,14:46:31,321,31610079,2,2,3,CHECK,0,0,1,2,3,1508132775,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,10,r
1878,2017/10/16,14:47:07,321,31610079,2,3,5,CHECK,0,0,1,2,3,1508132791,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,10,r
1883,2017/10/16,14:47:20,321,31610079,2,4,3,CHECK,0,0,1,2,3,1508132827,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,10,r
1888,2017/10/16,14:47:28,321,31610079,2,5,3,CHECK,0,0,1,2,3,1508132840,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,10,r
1911,2017/10/16,14:47:11,321,31210101,1,1,19,CHECK,0,0,1,2,3,1508132781,3,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
1916,2017/10/16,14:47:32,321,31210101,1,2,3,CHECK,0,0,1,2,3,1508132832,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
1921,2017/10/16,14:48:01,321,31210101,1,3,3,CHECK,0,0,1,2,3,1508132853,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
1926,2017/10/16,14:48:12,321,31210101,1,4,3,CHECK,0,0,1,2,3,1508132882,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
1931,2017/10/16,14:48:55,321,31210101,1,5,3,CHECK,0,0,1,2,3,1508132894,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
1939,2017/10/16,14:49:23,321,31210101,2,1,5,CHECK,0,0,1,2,3,1508132939,2,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
1946,2017/10/16,14:50:17,321,31210101,2,2,5,CHECK,0,0,1,2,3,1508132964,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
1951,2017/10/16,14:50:26,321,31210101,2,3,3,CHECK,0,0,1,2,3,1508133017,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
1956,2017/10/16,14:50:39,321,31210101,2,4,3,CHECK,0,0,1,2,3,1508133027,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
1961,2017/10/16,14:50:49,321,31210101,2,5,3,CHECK,0,0,1,2,3,1508133040,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
1989,2017/10/16,14:53:03,321,31210101,3,1,21,CHECK,0,0,1,2,3,1508133131,6,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
2025,2017/10/16,15:00:20,321,31210101,3,2,27,CHECK,0,0,1,2,3,1508133569,8,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
2030,2017/10/16,15:01:08,321,31210101,3,3,3,CHECK,0,0,1,2,3,1508133625,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
2035,2017/10/16,15:01:18,321,31210101,3,4,3,CHECK,0,0,1,2,3,1508133668,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
2040,2017/10/16,15:01:29,321,31210101,3,5,3,CHECK,0,0,1,2,3,1508133679,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
2045,2017/10/16,14:56:59,321,31710167,1,1,3,CHECK,0,0,1,2,3,1508133411,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
2053,2017/10/16,14:57:13,321,31710167,1,2,5,CHECK,0,0,1,2,3,1508133420,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
2060,2017/10/16,14:57:34,321,31710167,1,3,5,CHECK,0,0,1,2,3,1508133434,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
2065,2017/10/16,14:57:44,321,31710167,1,4,3,CHECK,0,0,1,2,3,1508133455,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
2074,2017/10/16,14:57:59,321,31710167,1,5,7,CHECK,0,0,1,2,3,1508133464,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
2087,2017/10/16,14:58:24,321,31710167,2,1,9,CHECK,0,0,1,2,3,1508133482,2,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
2096,2017/10/16,14:58:51,321,31710167,2,2,7,CHECK,0,0,1,2,3,1508133504,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
2110,2017/10/16,14:59:16,321,31710167,2,3,11,CHECK,0,0,1,2,3,1508133532,2,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
2115,2017/10/16,14:59:23,321,31710167,2,4,3,CHECK,0,0,1,2,3,1508133556,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
2122,2017/10/16,14:59:33,321,31710167,2,5,5,CHECK,0,0,1,2,3,1508133564,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
2190,2017/10/16,15:07:26,321,31710167,3,1,55,CHECK,0,0,1,2,3,1508133577,12,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
2222,2017/10/16,15:08:01,321,31710167,3,2,25,CHECK,0,0,1,2,3,1508134046,6,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
2236,2017/10/16,15:08:22,321,31710167,3,3,11,CHECK,0,0,1,2,3,1508134082,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
2298,2017/10/16,15:09:46,321,31710167,3,4,49,CHECK,0,0,1,2,3,1508134103,12,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
2340,2017/10/16,15:10:56,321,31710167,3,5,33,CHECK,0,0,1,2,3,1508134187,8,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
2345,2017/10/16,14:45:27,321,31510074,1,1,3,CHECK,0,0,1,2,3,1508132707,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
2350,2017/10/16,14:45:41,321,31510074,1,2,3,CHECK,0,0,1,2,3,1508132728,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
2355,2017/10/16,14:45:54,321,31510074,1,3,3,CHECK,0,0,1,2,3,1508132742,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
2360,2017/10/16,14:46:12,321,31510074,1,4,3,CHECK,0,0,1,2,3,1508132754,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
2365,2017/10/16,14:46:29,321,31510074,1,5,3,CHECK,0,0,1,2,3,1508132773,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
2370,2017/10/16,14:46:49,321,31510074,2,1,3,CHECK,0,0,1,2,3,1508132792,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
2375,2017/10/16,14:47:00,321,31510074,2,2,3,CHECK,0,0,1,2,3,1508132809,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
2380,2017/10/16,14:47:12,321,31510074,2,3,3,CHECK,0,0,1,2,3,1508132820,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
2385,2017/10/16,14:47:25,321,31510074,2,4,3,CHECK,0,0,1,2,3,1508132833,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
2390,2017/10/16,14:47:35,321,31510074,2,5,3,CHECK,0,0,1,2,3,1508132846,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
2614,2017/10/16,15:08:36,321,31510074,3,1,183,CHECK,0,0,1,2,3,1508132857,40,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
2619,2017/10/16,15:10:12,321,31510074,3,2,3,CHECK,0,0,1,2,3,1508134184,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
2624,2017/10/16,15:10:26,321,31510074,3,3,3,CHECK,0,0,1,2,3,1508134213,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3,15,s
2629,2017/10/16,15:10:45,321,31510074,3,4,3,CHECK,0,0,1,2,3,1508134227,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
2634,2017/10/16,15:11:02,321,31510074,3,5,3,CHECK,0,0,1,2,3,1508134245,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
2641,2017/10/16,14:59:28,321,31610044,1,1,5,CHECK,0,0,1,2,3,1508133556,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
2646,2017/10/16,14:59:37,321,31610044,1,2,3,CHECK,0,0,1,2,3,1508133569,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
2651,2017/10/16,14:59:50,321,31610044,1,3,3,CHECK,0,0,1,2,3,1508133578,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
2658,2017/10/16,15:00:04,321,31610044,1,4,5,CHECK,0,0,1,2,3,1508133590,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
2663,2017/10/16,15:00:18,321,31610044,1,5,3,CHECK,0,0,1,2,3,1508133605,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
2668,2017/10/16,15:01:01,321,31610044,2,1,3,CHECK,0,0,1,2,3,1508133621,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
2673,2017/10/16,15:01:25,321,31610044,2,2,3,CHECK,0,0,1,2,3,1508133662,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
2678,2017/10/16,15:01:37,321,31610044,2,3,3,CHECK,0,0,1,2,3,1508133686,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
2683,2017/10/16,15:01:52,321,31610044,2,4,3,CHECK,0,0,1,2,3,1508133697,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
2688,2017/10/16,15:02:11,321,31610044,2,5,3,CHECK,0,0,1,2,3,1508133713,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
2732,2017/10/16,15:03:37,321,31610044,3,1,35,CHECK,0,0,1,2,3,1508133735,8,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
2816,2017/10/16,15:06:30,321,31610044,3,2,71,CHECK,0,0,1,2,3,1508133818,12,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
2821,2017/10/16,15:07:06,321,31610044,3,3,3,CHECK,0,0,1,2,3,1508133992,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3,15,s
2831,2017/10/16,15:10:43,321,31610044,3,4,7,CHECK,0,0,1,2,3,1508134217,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
2838,2017/10/16,15:11:14,321,31610044,3,5,5,CHECK,0,0,1,2,3,1508134244,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
2868,2017/10/16,14:54:11,321,31710150,1,1,21,CHECK,0,0,1,2,3,1508133177,8,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
2873,2017/10/16,14:54:31,321,31710150,1,2,3,CHECK,0,0,1,2,3,1508133252,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
2883,2017/10/16,14:55:06,321,31710150,1,3,7,CHECK,0,0,1,2,3,1508133272,2,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
2888,2017/10/16,14:55:33,321,31710150,1,4,3,CHECK,0,0,1,2,3,1508133307,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
2893,2017/10/16,14:56:06,321,31710150,1,5,3,CHECK,0,0,1,2,3,1508133334,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
2906,2017/10/16,14:56:54,321,31710150,2,1,9,CHECK,0,0,1,2,3,1508133369,3,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
2911,2017/10/16,14:57:22,321,31710150,2,2,3,CHECK,0,0,1,2,3,1508133415,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
2916,2017/10/16,14:57:51,321,31710150,2,3,3,CHECK,0,0,1,2,3,1508133443,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
2921,2017/10/16,14:58:20,321,31710150,2,4,3,CHECK,0,0,1,2,3,1508133472,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
2926,2017/10/16,14:58:41,321,31710150,2,5,3,CHECK,0,0,1,2,3,1508133500,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
3030,2017/10/16,15:02:57,321,31710150,3,1,81,CHECK,0,0,1,2,3,1508133529,22,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
3050,2017/10/16,15:08:45,321,31710150,3,2,15,CHECK,0,0,1,2,3,1508133778,4,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
3141,2017/10/16,15:29:45,321,31710150,3,3,69,CHECK,0,0,1,2,3,1508134142,21,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3,15,s
3159,2017/10/16,15:31:00,321,31710150,3,4,13,CHECK,0,0,1,2,3,1508135387,4,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
3180,2017/10/16,15:32:26,321,31710150,3,5,15,CHECK,0,0,1,2,3,1508135461,5,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
3187,2017/10/16,14:50:22,321,31710148,1,1,5,CHECK,0,0,1,2,3,1508133000,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3196,2017/10/16,14:51:08,321,31710148,1,2,7,CHECK,0,0,1,2,3,1508133024,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
3201,2017/10/16,14:51:26,321,31710148,1,3,3,CHECK,0,0,1,2,3,1508133069,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3206,2017/10/16,14:51:59,321,31710148,1,4,3,CHECK,0,0,1,2,3,1508133087,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
3211,2017/10/16,14:52:13,321,31710148,1,5,3,CHECK,0,0,1,2,3,1508133119,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3216,2017/10/16,14:52:41,321,31710148,2,1,3,CHECK,0,0,1,2,3,1508133140,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
3221,2017/10/16,14:53:26,321,31710148,2,2,3,CHECK,0,0,1,2,3,1508133180,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
3226,2017/10/16,14:53:46,321,31710148,2,3,3,CHECK,0,0,1,2,3,1508133207,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
3231,2017/10/16,14:54:07,321,31710148,2,4,3,CHECK,0,0,1,2,3,1508133226,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
3236,2017/10/16,14:54:21,321,31710148,2,5,3,CHECK,0,0,1,2,3,1508133248,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
3353,2017/10/16,14:59:15,321,31710148,3,1,99,CHECK,0,0,1,2,3,1508133264,17,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
3390,2017/10/16,15:00:29,321,31710148,3,2,29,CHECK,0,0,1,2,3,1508133557,7,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
3429,2017/10/16,15:01:30,321,31710148,3,3,31,CHECK,0,0,1,2,3,1508133630,7,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
3434,2017/10/16,15:02:00,321,31710148,3,4,3,CHECK,0,0,1,2,3,1508133691,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
3463,2017/10/16,15:29:56,321,31710148,3,5,23,CHECK,0,0,1,2,3,1508133721,5,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
3470,2017/10/16,14:48:03,321,31510058,1,1,5,CHECK,0,0,1,2,3,1508132861,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_1,15,r
3475,2017/10/16,14:48:54,321,31510058,1,2,3,CHECK,0,0,1,2,3,1508132884,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_2,15,r
3480,2017/10/16,14:49:04,321,31510058,1,3,3,CHECK,0,0,1,2,3,1508132935,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3485,2017/10/16,14:49:15,321,31510058,1,4,3,CHECK,0,0,1,2,3,1508132945,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
3492,2017/10/16,14:49:30,321,31510058,1,5,5,CHECK,0,0,1,2,3,1508132956,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
3497,2017/10/16,14:49:46,321,31510058,2,1,3,CHECK,0,0,1,2,3,1508132973,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
3502,2017/10/16,14:49:53,321,31510058,2,2,3,CHECK,0,0,1,2,3,1508132986,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
3509,2017/10/16,14:50:04,321,31510058,2,3,5,CHECK,0,0,1,2,3,1508132994,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
3514,2017/10/16,14:50:15,321,31510058,2,4,3,CHECK,0,0,1,2,3,1508133004,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
3519,2017/10/16,14:50:28,321,31510058,2,5,3,CHECK,0,0,1,2,3,1508133016,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
3582,2017/10/16,14:53:36,321,31510058,3,1,53,CHECK,0,0,1,2,3,1508133030,8,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
3609,2017/10/16,14:54:25,321,31510058,3,2,23,CHECK,0,0,1,2,3,1508133216,3,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
3621,2017/10/16,14:54:50,321,31510058,3,3,9,CHECK,0,0,1,2,3,1508133266,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
3626,2017/10/16,14:55:01,321,31510058,3,4,3,CHECK,0,0,1,2,3,1508133290,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
3635,2017/10/16,14:55:16,321,31510058,3,5,7,CHECK,0,0,1,2,3,1508133302,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
3642,2017/10/16,14:45:00,321,31710046,1,1,5,CHECK,0,0,1,2,3,1508132680,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3649,2017/10/16,14:45:10,321,31710046,1,2,5,CHECK,0,0,1,2,3,1508132701,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
3656,2017/10/16,14:45:18,321,31710046,1,3,5,CHECK,0,0,1,2,3,1508132711,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
3661,2017/10/16,14:45:29,321,31710046,1,4,3,CHECK,0,0,1,2,3,1508132719,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
3668,2017/10/16,14:45:39,321,31710046,1,5,5,CHECK,0,0,1,2,3,1508132730,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
3680,2017/10/16,14:46:05,321,31710046,2,1,9,CHECK,0,0,1,2,3,1508132743,2,s,1,1,1,1,1,5,1,,,,,,,,s,,,2_1,15,s
3685,2017/10/16,14:46:13,321,31710046,2,2,3,CHECK,0,0,1,2,3,1508132766,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
3690,2017/10/16,14:46:19,321,31710046,2,3,3,CHECK,0,0,1,2,3,1508132774,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
3695,2017/10/16,14:46:35,321,31710046,2,4,3,CHECK,0,0,1,2,3,1508132780,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
3700,2017/10/16,14:46:44,321,31710046,2,5,3,CHECK,0,0,1,2,3,1508132796,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
3718,2017/10/16,14:47:35,321,31710046,3,1,15,CHECK,0,0,1,2,3,1508132806,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
3725,2017/10/16,14:47:52,321,31710046,3,2,5,CHECK,0,0,1,2,3,1508132856,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
3730,2017/10/16,14:48:09,321,31710046,3,3,3,CHECK,0,0,1,2,3,1508132873,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3,15,s
3735,2017/10/16,14:48:19,321,31710046,3,4,3,CHECK,0,0,1,2,3,1508132889,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
3743,2017/10/16,14:48:33,321,31710046,3,5,5,CHECK,0,0,1,2,3,1508132900,2,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_5,15,s
3750,2017/10/16,14:51:59,321,31710096,1,1,5,CHECK,0,0,1,2,3,1508132773,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3755,2017/10/16,14:52:08,321,31710096,1,2,3,CHECK,0,0,1,2,3,1508133120,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
3760,2017/10/16,14:52:20,321,31710096,1,3,3,CHECK,0,0,1,2,3,1508133129,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3769,2017/10/16,14:52:44,321,31710096,1,4,5,CHECK,0,0,1,2,3,1508133141,3,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
3774,2017/10/16,14:52:54,321,31710096,1,5,3,CHECK,0,0,1,2,3,1508133165,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3779,2017/10/16,14:53:08,321,31710096,2,1,3,CHECK,0,0,1,2,3,1508133176,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
3805,2017/10/16,14:54:07,321,31710096,2,2,21,CHECK,0,0,1,2,3,1508133189,4,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
3810,2017/10/16,14:54:19,321,31710096,2,3,3,CHECK,0,0,1,2,3,1508133248,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
3815,2017/10/16,14:54:32,321,31710096,2,4,3,CHECK,0,0,1,2,3,1508133260,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
3820,2017/10/16,14:54:44,321,31710096,2,5,3,CHECK,0,0,1,2,3,1508133273,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
4029,2017/10/16,15:02:38,321,31710096,3,1,165,CHECK,0,0,1,2,3,1508133286,42,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
4040,2017/10/16,15:06:48,321,31710096,3,2,7,CHECK,0,0,1,2,3,1508133774,3,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
4111,2017/10/16,15:29:12,321,31710096,3,3,49,CHECK,0,0,1,2,3,1508134009,21,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
4116,2017/10/16,15:30:06,321,31710096,3,4,3,CHECK,0,0,1,2,3,1508135353,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
4121,2017/10/16,15:30:28,321,31710096,3,5,3,CHECK,0,0,1,2,3,1508135407,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_5,15,s
4128,2017/10/16,14:57:26,321,31610135,1,1,5,CHECK,0,0,1,2,3,1508133433,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4133,2017/10/16,14:57:39,321,31610135,1,2,3,CHECK,0,0,1,2,3,1508133447,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
4138,2017/10/16,14:57:51,321,31610135,1,3,3,CHECK,0,0,1,2,3,1508133459,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
4143,2017/10/16,14:58:06,321,31610135,1,4,3,CHECK,0,0,1,2,3,1508133472,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
4150,2017/10/16,14:58:15,321,31610135,1,5,5,CHECK,0,0,1,2,3,1508133487,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
4155,2017/10/16,14:58:27,321,31610135,2,1,3,CHECK,0,0,1,2,3,1508133499,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
4160,2017/10/16,14:58:34,321,31610135,2,2,3,CHECK,0,0,1,2,3,1508133508,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
4168,2017/10/16,14:58:51,321,31610135,2,3,5,CHECK,0,0,1,2,3,1508133515,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
4173,2017/10/16,14:58:58,321,31610135,2,4,3,CHECK,0,0,1,2,3,1508133531,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
4180,2017/10/16,14:59:12,321,31610135,2,5,5,CHECK,0,0,1,2,3,1508133538,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
4185,2017/10/16,14:59:29,321,31610135,3,1,3,CHECK,0,0,1,2,3,1508133555,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_1,15,s
4195,2017/10/16,14:59:48,321,31610135,3,2,7,CHECK,0,0,1,2,3,1508133570,2,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_2,15,s
4200,2017/10/16,14:59:59,321,31610135,3,3,3,CHECK,0,0,1,2,3,1508133589,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3,15,s
4205,2017/10/16,15:00:13,321,31610135,3,4,3,CHECK,0,0,1,2,3,1508133599,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
4210,2017/10/16,15:00:24,321,31610135,3,5,3,CHECK,0,0,1,2,3,1508133614,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_5,15,s
4219,2017/10/16,14:47:12,321,31710002,1,1,7,CHECK,0,0,1,2,3,1508132813,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4226,2017/10/16,14:47:31,321,31710002,1,2,5,CHECK,0,0,1,2,3,1508132833,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
4234,2017/10/16,14:47:56,321,31710002,1,3,5,CHECK,0,0,1,2,3,1508132852,2,s,1,1,1,1,1,5,1,,,,,,,,s,,,1_3,15,s
4239,2017/10/16,14:48:19,321,31710002,1,4,3,CHECK,0,0,1,2,3,1508132877,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_4,15,r
4248,2017/10/16,14:48:34,321,31710002,1,5,7,CHECK,0,0,1,2,3,1508132900,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
4253,2017/10/16,14:49:11,321,31710002,2,1,3,CHECK,0,0,1,2,3,1508132917,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
4258,2017/10/16,14:49:38,321,31710002,2,2,3,CHECK,0,0,1,2,3,1508132951,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
4263,2017/10/16,14:50:30,321,31710002,2,3,3,CHECK,0,0,1,2,3,1508132979,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
